OrderID,Date,Time,Location,Weather,OrderType,Price,DeliveryTime_min,IsDelayed,Rating
371,2025-03-14,13:20,Karaganda,Clear,Salads,18.08,24,0,3
372,2025-02-08,18:34,Atyrau,Rain,Burgers,20.71,69,1,5
373,2025-04-19,19:57,Shymkent,Clear,Sushi,5.15,31,0,3
374,2025-01-03,10:12,Karaganda,Rain,Desserts,21.4,73,1,4
375,2025-02-01,09:38,Atyrau,Rain,Sushi,21.74,58,1,4
376,2025-04-02,21:21,Karaganda,Rain,Salads,5.68,64,1,1
377,2025-02-15,10:48,Shymkent,Cloudy,Burgers,4.55,76,1,4
378,2025-04-16,19:37,Shymkent,Rain,Desserts,13.84,45,0,5
379,2025-01-28,15:23,Shymkent,Clear,Pizza,18.98,58,1,5
380,2025-03-04,18:32,Almaty,Clear,Burgers,8.55,17,0,1
381,2025-03-08,22:22,Astana,Rain,Desserts,4.17,26,0,2
382,2025-02-25,21:58,Almaty,Clear,Sushi,9.38,84,1,5
383,2025-04-26,18:55,Shymkent,Cloudy,Pizza,7.99,70,1,3
384,2025-04-28,16:32,Karaganda,Clear,Pizza,24.42,52,1,5
385,2025-01-31,19:03,Shymkent,Snow,Pizza,15.49,33,0,3
386,2025-01-02,11:57,Astana,Clear,Sushi,9.4,17,0,2
387,2025-01-25,22:44,Karaganda,Cloudy,Sushi,20.54,28,0,1
388,2025-02-13,10:20,Almaty,Cloudy,Desserts,7.58,86,1,1
389,2025-03-23,20:48,Karaganda,Cloudy,Sushi,15.77,19,0,4
390,2025-02-26,09:56,Shymkent,Snow,Pizza,7.59,42,0,5
391,2025-03-23,21:30,Atyrau,Clear,Sushi,24.29,74,1,4
392,2025-01-25,17:23,Atyrau,Clear,Sushi,5.55,20,0,1
393,2025-01-12,20:09,Astana,Clear,Pizza,24.73,90,1,5
394,2025-04-18,17:17,Almaty,Clear,Sushi,19.01,44,0,4
395,2025-01-03,20:34,Atyrau,Clear,Sushi,19.71,55,1,5
396,2025-04-11,15:22,Shymkent,Snow,Desserts,15.83,96,1,2
397,2025-02-05,19:00,Atyrau,Cloudy,Desserts,20.76,53,1,4
398,2025-05-01,11:33,Atyrau,Clear,Desserts,7.76,87,1,4
399,2025-04-09,13:39,Shymkent,Clear,Desserts,9.02,89,1,5
400,2025-03-14,13:22,Karaganda,Clear,Salads,9.87,36,0,5
401,2025-04-07,16:48,Karaganda,Cloudy,Desserts,5.41,73,1,5
402,2025-01-14,09:02,Astana,Clear,Burgers,6.75,62,1,4
403,2025-01-10,17:26,Atyrau,Rain,Burgers,24.7,97,1,2
404,2025-01-08,09:50,Atyrau,Clear,Pizza,4.15,46,1,3
405,2025-03-14,14:24,Almaty,Rain,Pizza,17.15,36,0,4
406,2025-02-13,17:05,Karaganda,Rain,Pizza,5.39,100,1,3
407,2025-04-08,10:54,Almaty,Clear,Burgers,14.07,27,0,1
408,2025-02-27,14:49,Shymkent,Cloudy,Salads,15.59,37,0,1
409,2025-01-03,15:50,Astana,Clear,Desserts,18.85,25,0,2
410,2025-03-20,10:05,Shymkent,Clear,Burgers,14.44,26,0,3
411,2025-04-09,15:49,Almaty,Snow,Pizza,11.44,82,1,3
412,2025-03-03,20:51,Almaty,Cloudy,Desserts,8.2,54,1,2
413,2025-01-28,22:16,Karaganda,Clear,Sushi,16.59,43,0,1
414,2025-04-28,13:46,Shymkent,Clear,Burgers,21.13,29,0,3
415,2025-01-09,14:47,Atyrau,Clear,Pizza,9.16,70,1,4
416,2025-01-19,14:53,Atyrau,Clear,Pizza,21.72,31,0,3
417,2025-03-16,08:32,Atyrau,Clear,Sushi,11.27,27,0,1
418,2025-03-31,13:27,Almaty,Cloudy,Pizza,11.0,22,0,3
419,2025-01-13,15:20,Karaganda,Clear,Burgers,15.56,59,1,2
420,2025-02-20,17:15,Astana,Cloudy,Sushi,9.46,84,1,2
421,2025-04-03,16:32,Almaty,Clear,Sushi,22.51,85,1,2
422,2025-04-15,20:43,Atyrau,Rain,Sushi,23.16,105,1,5
423,2025-02-06,17:34,Almaty,Snow,Burgers,17.97,116,1,4
424,2025-03-07,22:59,Astana,Clear,Sushi,16.42,32,0,5
425,2025-01-09,22:40,Atyrau,Clear,Burgers,14.15,15,0,5
426,2025-04-25,14:42,Atyrau,Cloudy,Burgers,15.84,25,0,1
427,2025-04-06,11:56,Atyrau,Snow,Pizza,17.76,68,1,4
428,2025-01-25,21:12,Almaty,Clear,Desserts,16.46,52,1,4
429,2025-04-09,16:49,Karaganda,Clear,Salads,22.81,69,1,3
430,2025-03-17,21:01,Atyrau,Clear,Salads,15.25,87,1,1
431,2025-04-11,22:52,Shymkent,Clear,Sushi,6.92,64,1,1
432,2025-03-26,17:21,Atyrau,Clear,Pizza,6.2,39,0,4
433,2025-03-04,13:43,Karaganda,Cloudy,Pizza,5.19,47,1,1
434,2025-03-22,22:23,Almaty,Cloudy,Burgers,13.0,27,0,4
435,2025-04-12,18:26,Shymkent,Snow,Burgers,10.1,108,1,3
436,2025-01-14,13:42,Atyrau,Cloudy,Sushi,19.77,84,1,2
437,2025-02-04,19:46,Shymkent,Clear,Burgers,7.54,44,0,3
438,2025-02-22,12:52,Almaty,Cloudy,Pizza,21.47,54,1,3
439,2025-02-05,19:27,Astana,Cloudy,Burgers,19.18,61,1,4
440,2025-04-06,21:20,Astana,Clear,Pizza,11.43,53,1,3
441,2025-02-03,20:52,Almaty,Clear,Pizza,16.34,36,0,2
442,2025-01-25,17:38,Almaty,Clear,Burgers,4.1,57,1,4
443,2025-04-13,16:27,Almaty,Snow,Burgers,22.21,55,1,5
444,2025-01-15,21:52,Almaty,Rain,Sushi,8.03,61,1,2
445,2025-03-04,21:14,Atyrau,Cloudy,Pizza,14.14,87,1,4
446,2025-01-18,08:44,Karaganda,Snow,Desserts,15.24,27,0,2
447,2025-03-17,09:24,Karaganda,Snow,Pizza,5.71,31,0,4
448,2025-02-17,13:57,Astana,Rain,Sushi,17.18,69,1,3
449,2025-04-07,17:27,Almaty,Cloudy,Salads,15.53,71,1,1
450,2025-04-24,08:05,Karaganda,Clear,Burgers,23.36,27,0,1
451,2025-02-04,22:58,Shymkent,Rain,Salads,8.44,82,1,3
452,2025-01-01,11:55,Astana,Snow,Burgers,5.68,102,1,4
453,2025-03-10,16:21,Atyrau,Cloudy,Sushi,4.31,29,0,4
454,2025-01-29,20:16,Astana,Rain,Desserts,11.52,36,0,2
455,2025-04-25,18:51,Shymkent,Rain,Sushi,10.27,35,0,5
456,2025-01-26,17:42,Astana,Cloudy,Sushi,5.78,50,1,2
457,2025-02-07,16:16,Astana,Rain,Sushi,4.71,113,1,3
458,2025-01-27,19:34,Almaty,Cloudy,Desserts,18.58,80,1,2
459,2025-02-28,18:47,Shymkent,Clear,Sushi,4.44,30,0,3
460,2025-03-10,09:23,Astana,Rain,Desserts,16.97,59,1,4
461,2025-03-03,22:49,Almaty,Cloudy,Pizza,17.06,70,1,2
462,2025-02-07,09:00,Karaganda,Rain,Salads,22.66,59,1,3
463,2025-04-18,12:09,Astana,Cloudy,Sushi,10.36,38,0,4
464,2025-03-28,15:12,Atyrau,Clear,Pizza,9.64,71,1,5
465,2025-02-28,09:00,Karaganda,Clear,Pizza,20.68,62,1,4
466,2025-01-09,17:06,Atyrau,Clear,Desserts,7.37,27,0,3
467,2025-04-27,09:22,Shymkent,Clear,Pizza,18.16,61,1,2
468,2025-01-30,16:09,Karaganda,Rain,Pizza,9.9,28,0,2
469,2025-01-24,16:17,Karaganda,Clear,Salads,7.88,52,1,4
470,2025-01-12,21:41,Almaty,Rain,Burgers,9.82,44,0,4
471,2025-04-17,09:12,Astana,Clear,Salads,9.24,79,1,2
472,2025-01-10,21:32,Atyrau,Rain,Salads,16.39,73,1,2
473,2025-02-12,17:22,Astana,Cloudy,Desserts,6.61,41,0,5
474,2025-01-27,11:04,Shymkent,Clear,Sushi,21.47,41,0,5
475,2025-03-30,10:07,Astana,Cloudy,Pizza,18.02,36,0,5
476,2025-03-28,21:15,Karaganda,Clear,Sushi,10.38,45,0,4
477,2025-02-09,10:02,Shymkent,Cloudy,Burgers,6.07,65,1,1
478,2025-03-17,14:33,Astana,Cloudy,Sushi,16.34,21,0,4
479,2025-03-30,18:42,Astana,Clear,Sushi,9.89,57,1,5
480,2025-02-27,21:37,Shymkent,Clear,Pizza,6.97,67,1,3
481,2025-04-03,20:42,Almaty,Cloudy,Salads,18.16,65,1,1
482,2025-02-09,13:27,Almaty,Clear,Burgers,12.78,89,1,1
483,2025-02-01,21:35,Astana,Rain,Desserts,5.83,94,1,1
484,2025-03-24,08:18,Astana,Clear,Burgers,4.78,37,0,4
485,2025-01-10,13:46,Almaty,Rain,Desserts,13.79,89,1,3
486,2025-03-01,12:53,Astana,Snow,Salads,23.3,39,0,5
487,2025-03-10,20:12,Karaganda,Rain,Desserts,8.15,46,1,4
488,2025-01-08,16:20,Almaty,Rain,Pizza,13.79,89,1,1
489,2025-03-15,09:19,Shymkent,Clear,Desserts,17.14,24,0,3
490,2025-04-17,21:40,Astana,Snow,Salads,17.36,116,1,1
491,2025-02-14,20:13,Atyrau,Clear,Sushi,6.5,40,0,2
492,2025-03-30,12:13,Shymkent,Clear,Salads,17.68,57,1,5
493,2025-04-27,13:43,Almaty,Rain,Pizza,21.11,55,1,1
494,2025-02-12,17:07,Atyrau,Snow,Burgers,15.16,42,0,1
495,2025-04-20,22:12,Atyrau,Clear,Burgers,10.85,36,0,1
496,2025-01-10,14:11,Almaty,Clear,Desserts,4.46,39,0,5
497,2025-01-07,14:20,Astana,Clear,Sushi,14.61,81,1,1
498,2025-02-07,21:04,Atyrau,Snow,Sushi,13.53,108,1,2
499,2025-02-24,19:29,Almaty,Cloudy,Salads,7.68,53,1,3
500,2025-02-28,17:59,Atyrau,Rain,Sushi,12.99,110,1,3
501,2025-03-17,20:43,Shymkent,Clear,Desserts,4.48,70,1,2
502,2025-03-02,08:18,Almaty,Clear,Desserts,23.16,87,1,1
503,2025-02-01,15:36,Shymkent,Clear,Burgers,22.69,42,0,3
504,2025-04-01,13:32,Atyrau,Clear,Sushi,23.71,88,1,1
505,2025-02-22,19:37,Astana,Clear,Burgers,24.51,85,1,1
506,2025-02-02,08:30,Almaty,Clear,Pizza,18.31,67,1,3
507,2025-04-25,18:36,Almaty,Cloudy,Burgers,16.09,28,0,3
508,2025-03-14,16:42,Atyrau,Clear,Burgers,16.21,44,0,4
509,2025-02-11,11:51,Astana,Rain,Burgers,10.65,79,1,2
510,2025-01-02,08:35,Astana,Snow,Sushi,20.17,39,0,4
511,2025-03-15,13:34,Almaty,Cloudy,Sushi,22.4,70,1,5
512,2025-02-20,13:13,Shymkent,Clear,Pizza,11.78,49,1,2
513,2025-04-21,13:40,Astana,Clear,Salads,7.54,62,1,5
514,2025-04-18,17:18,Shymkent,Rain,Salads,24.44,66,1,1
515,2025-02-03,19:57,Atyrau,Rain,Salads,18.28,92,1,4
516,2025-02-11,21:48,Atyrau,Rain,Pizza,18.49,48,1,4
517,2025-02-23,18:19,Almaty,Rain,Desserts,9.66,87,1,4
518,2025-02-21,12:44,Karaganda,Rain,Pizza,6.56,65,1,5
519,2025-01-28,11:13,Karaganda,Clear,Pizza,17.36,44,0,5
520,2025-01-09,10:08,Karaganda,Clear,Sushi,24.89,64,1,5
521,2025-04-28,20:29,Astana,Clear,Pizza,16.09,44,0,3
522,2025-02-26,16:13,Atyrau,Snow,Pizza,9.7,59,1,4
523,2025-03-16,21:49,Karaganda,Clear,Desserts,7.06,81,1,1
524,2025-04-16,13:49,Atyrau,Cloudy,Sushi,12.08,69,1,4
525,2025-02-19,15:08,Almaty,Rain,Salads,20.54,31,0,2
526,2025-01-05,15:46,Karaganda,Rain,Pizza,21.07,51,1,4
527,2025-03-22,17:54,Almaty,Clear,Pizza,4.18,24,0,3
528,2025-02-11,17:19,Shymkent,Snow,Sushi,24.04,84,1,4
529,2025-03-23,21:18,Karaganda,Rain,Sushi,17.54,31,0,2
530,2025-01-29,18:44,Shymkent,Clear,Sushi,14.39,57,1,4
531,2025-04-04,16:54,Karaganda,Clear,Pizza,21.25,34,0,4
532,2025-01-22,21:25,Karaganda,Rain,Sushi,10.83,84,1,5
533,2025-01-09,10:35,Astana,Cloudy,Desserts,17.94,15,0,1
534,2025-03-15,15:26,Shymkent,Snow,Pizza,4.45,85,1,4
535,2025-03-22,12:10,Shymkent,Clear,Burgers,8.13,60,1,4
536,2025-03-26,22:21,Almaty,Clear,Desserts,17.87,62,1,4
537,2025-03-09,15:46,Shymkent,Rain,Desserts,7.33,88,1,1
538,2025-02-28,19:12,Astana,Rain,Pizza,7.46,64,1,2
539,2025-03-12,09:28,Atyrau,Clear,Desserts,7.77,75,1,2
540,2025-02-21,16:07,Almaty,Clear,Sushi,16.0,73,1,5
541,2025-03-11,22:55,Almaty,Clear,Sushi,17.23,29,0,3
542,2025-01-06,08:17,Karaganda,Clear,Sushi,10.03,24,0,5
543,2025-04-27,21:39,Karaganda,Rain,Pizza,6.15,27,0,4
544,2025-04-01,17:33,Karaganda,Cloudy,Salads,16.44,80,1,1
545,2025-04-04,18:28,Astana,Snow,Pizza,23.75,99,1,5
546,2025-02-04,09:31,Astana,Clear,Sushi,5.39,90,1,5
547,2025-04-24,13:39,Karaganda,Clear,Pizza,8.65,61,1,3
548,2025-04-10,19:24,Karaganda,Clear,Salads,11.32,33,0,5
549,2025-01-04,09:14,Astana,Rain,Pizza,19.43,118,1,2
550,2025-02-15,14:11,Karaganda,Rain,Burgers,10.3,101,1,5
551,2025-04-17,19:51,Astana,Cloudy,Burgers,4.23,75,1,1
552,2025-03-23,13:48,Atyrau,Rain,Desserts,18.72,93,1,3
553,2025-01-05,08:48,Shymkent,Cloudy,Pizza,4.37,40,0,4
554,2025-03-10,16:48,Karaganda,Clear,Burgers,23.3,71,1,5
555,2025-03-13,18:51,Shymkent,Rain,Burgers,8.39,113,1,2
556,2025-02-27,18:09,Astana,Cloudy,Desserts,9.13,15,0,1
557,2025-02-06,21:54,Atyrau,Clear,Desserts,8.1,89,1,5
558,2025-03-30,08:51,Astana,Rain,Burgers,24.98,116,1,1
559,2025-03-08,12:25,Atyrau,Cloudy,Burgers,21.73,40,0,3
560,2025-03-10,22:34,Astana,Snow,Sushi,5.1,35,0,3
561,2025-02-28,15:45,Astana,Clear,Desserts,5.86,61,1,1
562,2025-02-20,10:35,Almaty,Clear,Pizza,18.11,18,0,2
563,2025-01-20,22:27,Astana,Snow,Sushi,23.0,55,1,3
564,2025-03-11,19:38,Shymkent,Clear,Burgers,21.98,52,1,2
565,2025-02-24,15:52,Karaganda,Rain,Burgers,5.75,36,0,5
566,2025-03-25,12:40,Shymkent,Clear,Pizza,6.28,82,1,5
567,2025-03-26,17:56,Atyrau,Cloudy,Burgers,21.19,16,0,1
568,2025-01-16,08:20,Astana,Clear,Desserts,18.84,71,1,3
569,2025-01-13,21:26,Almaty,Clear,Desserts,4.66,51,1,2
570,2025-02-15,09:41,Almaty,Cloudy,Desserts,9.95,33,0,4
571,2025-03-28,14:28,Karaganda,Clear,Sushi,9.23,68,1,2
572,2025-01-01,10:48,Astana,Clear,Desserts,14.12,40,0,5
573,2025-02-18,19:40,Almaty,Clear,Sushi,4.55,56,1,1
574,2025-02-09,22:42,Shymkent,Rain,Burgers,9.68,109,1,4
575,2025-04-11,08:54,Karaganda,Clear,Pizza,7.39,71,1,4
576,2025-03-03,14:08,Astana,Clear,Desserts,4.74,54,1,3
577,2025-01-03,08:57,Shymkent,Rain,Sushi,21.58,82,1,5
578,2025-02-10,15:36,Astana,Rain,Burgers,4.6,77,1,2
579,2025-03-06,18:11,Karaganda,Clear,Salads,16.86,80,1,1
580,2025-02-17,16:00,Karaganda,Clear,Pizza,4.21,41,0,4
581,2025-01-29,08:48,Astana,Clear,Pizza,6.47,67,1,2
582,2025-01-30,19:35,Karaganda,Clear,Salads,21.6,61,1,3
583,2025-02-08,12:00,Almaty,Clear,Salads,11.75,67,1,3
584,2025-02-13,09:42,Almaty,Rain,Desserts,12.14,66,1,2
585,2025-02-14,11:52,Karaganda,Snow,Salads,8.92,37,0,2
586,2025-04-15,14:29,Atyrau,Rain,Sushi,14.14,30,0,2
587,2025-04-09,11:33,Atyrau,Clear,Salads,4.74,85,1,4
588,2025-04-04,12:12,Almaty,Clear,Sushi,20.75,66,1,3
589,2025-04-01,08:41,Karaganda,Snow,Desserts,24.19,93,1,2
590,2025-03-13,11:01,Shymkent,Clear,Burgers,15.31,34,0,1
591,2025-04-23,17:30,Shymkent,Clear,Burgers,5.21,83,1,3
592,2025-02-18,21:04,Shymkent,Rain,Burgers,11.0,71,1,1
593,2025-02-25,16:03,Almaty,Snow,Pizza,22.54,26,0,2
594,2025-01-31,18:52,Atyrau,Cloudy,Burgers,8.41,30,0,5
595,2025-01-13,15:01,Karaganda,Clear,Salads,20.54,67,1,2
596,2025-02-17,15:33,Atyrau,Clear,Salads,14.95,69,1,2
597,2025-01-23,19:59,Shymkent,Cloudy,Desserts,6.76,62,1,5
598,2025-03-31,14:16,Shymkent,Clear,Salads,12.46,45,0,3
599,2025-01-04,22:08,Shymkent,Rain,Burgers,18.44,97,1,4
600,2025-03-08,13:20,Karaganda,Snow,Desserts,21.03,42,0,5
601,2025-02-21,21:46,Atyrau,Rain,Salads,10.53,42,0,3
602,2025-02-07,17:48,Almaty,Snow,Desserts,10.67,30,0,2
603,2025-02-08,19:48,Atyrau,Cloudy,Salads,8.54,19,0,5
604,2025-05-01,12:23,Atyrau,Rain,Pizza,21.95,76,1,3
605,2025-02-07,16:37,Almaty,Cloudy,Burgers,6.67,40,0,5
606,2025-04-16,10:39,Shymkent,Snow,Sushi,6.65,45,0,4
607,2025-02-24,21:12,Astana,Clear,Pizza,23.04,34,0,2
608,2025-02-07,22:24,Astana,Clear,Salads,9.67,21,0,3
609,2025-02-19,10:11,Atyrau,Rain,Desserts,11.33,98,1,2
610,2025-01-25,21:22,Astana,Cloudy,Burgers,4.95,68,1,4
611,2025-01-06,14:21,Astana,Clear,Desserts,16.98,35,0,3
612,2025-01-22,13:41,Almaty,Clear,Sushi,21.78,80,1,4
613,2025-03-26,10:38,Almaty,Clear,Salads,5.23,84,1,4
614,2025-03-20,22:37,Karaganda,Clear,Sushi,20.42,71,1,5
615,2025-03-27,19:18,Astana,Cloudy,Sushi,8.32,36,0,3
616,2025-02-23,16:07,Shymkent,Clear,Desserts,8.27,46,1,5
617,2025-01-27,12:16,Atyrau,Rain,Salads,24.91,52,1,5
618,2025-02-13,09:10,Almaty,Snow,Burgers,17.43,42,0,4
619,2025-01-25,22:54,Astana,Cloudy,Pizza,4.3,61,1,5
620,2025-03-02,13:16,Karaganda,Clear,Desserts,4.27,24,0,5
621,2025-04-07,16:50,Karaganda,Clear,Pizza,21.21,81,1,2
622,2025-04-01,21:53,Almaty,Clear,Pizza,20.21,58,1,3
623,2025-03-09,15:01,Almaty,Cloudy,Desserts,23.04,55,1,5
624,2025-02-06,13:27,Almaty,Snow,Desserts,23.55,79,1,3
625,2025-05-01,15:30,Shymkent,Rain,Pizza,12.34,96,1,1
626,2025-02-15,22:46,Almaty,Cloudy,Sushi,6.97,54,1,4
627,2025-01-03,17:00,Astana,Snow,Burgers,17.68,37,0,3
628,2025-01-06,11:56,Almaty,Cloudy,Sushi,15.63,53,1,1
629,2025-02-03,21:59,Atyrau,Rain,Pizza,20.01,117,1,5
630,2025-03-08,08:46,Karaganda,Rain,Pizza,18.05,47,1,3
631,2025-01-20,20:38,Almaty,Rain,Sushi,17.37,83,1,3
632,2025-04-26,15:11,Almaty,Cloudy,Sushi,13.6,18,0,5
633,2025-01-01,20:22,Astana,Cloudy,Burgers,4.36,46,1,4
634,2025-03-09,12:17,Astana,Cloudy,Salads,5.3,42,0,5
635,2025-01-14,08:20,Astana,Clear,Pizza,19.12,43,0,4
636,2025-04-15,17:12,Karaganda,Cloudy,Burgers,22.9,47,1,5
637,2025-02-28,22:39,Atyrau,Clear,Pizza,19.14,70,1,1
638,2025-04-23,09:40,Karaganda,Rain,Burgers,12.33,111,1,5
639,2025-04-05,18:08,Shymkent,Rain,Sushi,19.03,74,1,3
640,2025-04-29,22:50,Almaty,Rain,Desserts,14.21,77,1,3
641,2025-01-06,12:35,Shymkent,Rain,Sushi,10.95,49,1,3
642,2025-02-12,19:02,Astana,Clear,Burgers,23.2,65,1,1
643,2025-01-14,20:50,Astana,Cloudy,Pizza,10.6,53,1,4
644,2025-02-19,20:01,Shymkent,Clear,Desserts,12.39,19,0,4
645,2025-01-11,08:43,Karaganda,Cloudy,Desserts,24.57,16,0,1
646,2025-01-25,10:59,Almaty,Clear,Sushi,20.96,83,1,2
647,2025-03-01,15:17,Almaty,Cloudy,Desserts,7.2,45,0,3
648,2025-01-24,08:16,Atyrau,Snow,Salads,11.77,57,1,4
649,2025-01-16,18:13,Atyrau,Snow,Burgers,20.77,28,0,1
650,2025-01-08,13:55,Astana,Rain,Burgers,24.33,77,1,2
651,2025-04-25,08:38,Almaty,Cloudy,Salads,12.35,66,1,1
652,2025-01-30,11:28,Almaty,Clear,Salads,19.48,45,0,3
653,2025-01-08,14:12,Karaganda,Clear,Burgers,16.5,32,0,5
654,2025-02-06,22:22,Karaganda,Rain,Desserts,24.29,114,1,5
655,2025-01-06,21:29,Almaty,Rain,Pizza,21.05,47,1,4
656,2025-03-04,21:03,Atyrau,Clear,Sushi,17.06,73,1,3
657,2025-02-21,14:09,Atyrau,Clear,Pizza,5.36,52,1,3
658,2025-04-28,19:43,Karaganda,Clear,Salads,17.63,28,0,1
659,2025-04-27,09:15,Shymkent,Snow,Burgers,22.15,45,0,3
660,2025-04-06,10:07,Almaty,Cloudy,Burgers,18.74,25,0,3
661,2025-04-16,20:50,Astana,Clear,Sushi,13.87,83,1,2
662,2025-02-16,10:36,Karaganda,Rain,Sushi,6.41,78,1,3
663,2025-04-27,15:59,Astana,Rain,Salads,5.23,59,1,1
664,2025-03-18,19:20,Karaganda,Clear,Sushi,19.62,73,1,1
665,2025-01-15,09:49,Atyrau,Rain,Desserts,13.9,108,1,3
666,2025-04-19,14:08,Shymkent,Cloudy,Salads,6.18,48,1,1
667,2025-03-16,12:50,Almaty,Rain,Pizza,24.91,98,1,2
668,2025-02-24,13:39,Shymkent,Clear,Desserts,22.22,77,1,2
669,2025-04-18,21:01,Astana,Clear,Desserts,10.12,82,1,5
670,2025-02-27,16:06,Astana,Snow,Sushi,10.28,104,1,2
671,2025-01-04,11:00,Karaganda,Clear,Salads,18.54,63,1,1
672,2025-01-19,14:00,Astana,Clear,Desserts,16.41,53,1,5
673,2025-03-05,19:48,Almaty,Rain,Pizza,8.78,119,1,2
674,2025-02-24,08:13,Karaganda,Rain,Sushi,13.19,42,0,3
675,2025-04-30,10:28,Karaganda,Clear,Desserts,5.62,85,1,1
676,2025-04-24,09:50,Karaganda,Clear,Desserts,22.63,47,1,3
677,2025-03-30,16:19,Shymkent,Snow,Desserts,22.31,77,1,2
678,2025-03-19,20:16,Karaganda,Rain,Sushi,11.27,54,1,2
679,2025-01-09,21:45,Karaganda,Clear,Pizza,6.39,43,0,3
680,2025-01-17,10:38,Shymkent,Rain,Sushi,16.63,46,1,1
681,2025-01-31,21:42,Astana,Snow,Desserts,20.25,31,0,1
682,2025-04-17,11:48,Astana,Clear,Pizza,6.61,39,0,2
683,2025-03-18,17:52,Karaganda,Rain,Desserts,24.38,48,1,4
684,2025-04-02,08:24,Karaganda,Rain,Pizza,15.57,56,1,5
685,2025-01-18,08:52,Atyrau,Cloudy,Desserts,22.59,30,0,2
686,2025-03-09,11:53,Karaganda,Cloudy,Salads,11.37,21,0,3
687,2025-02-01,11:32,Atyrau,Clear,Pizza,7.92,42,0,5
688,2025-02-02,16:46,Shymkent,Clear,Pizza,9.16,40,0,3
689,2025-02-02,12:59,Almaty,Snow,Sushi,23.56,98,1,2
690,2025-02-18,18:26,Karaganda,Cloudy,Pizza,17.93,78,1,4
691,2025-04-20,10:45,Atyrau,Clear,Salads,6.46,30,0,4
692,2025-04-08,11:39,Shymkent,Rain,Pizza,15.38,42,0,1
693,2025-02-14,17:09,Shymkent,Rain,Desserts,11.23,61,1,5
694,2025-02-20,12:07,Shymkent,Cloudy,Desserts,22.94,40,0,1
695,2025-01-19,21:23,Karaganda,Clear,Sushi,21.24,26,0,1
696,2025-03-30,15:28,Almaty,Cloudy,Pizza,5.34,36,0,2
697,2025-03-22,14:53,Atyrau,Clear,Pizza,11.65,54,1,1
698,2025-02-17,21:53,Astana,Clear,Desserts,15.98,45,0,3
699,2025-02-22,11:10,Atyrau,Rain,Pizza,14.38,55,1,2
700,2025-04-06,09:31,Karaganda,Clear,Sushi,9.46,24,0,4
701,2025-04-08,18:50,Shymkent,Rain,Pizza,21.78,98,1,1
702,2025-02-21,11:22,Almaty,Clear,Pizza,9.7,58,1,1
703,2025-01-29,20:10,Shymkent,Clear,Salads,21.22,48,1,5
704,2025-01-23,13:54,Karaganda,Clear,Burgers,24.92,63,1,5
705,2025-03-14,09:20,Astana,Clear,Burgers,24.15,15,0,5
706,2025-02-08,18:23,Atyrau,Clear,Sushi,12.4,84,1,2
707,2025-04-28,12:28,Almaty,Clear,Burgers,4.88,57,1,4
708,2025-03-04,18:47,Astana,Cloudy,Burgers,15.56,50,1,4
709,2025-04-09,19:01,Shymkent,Clear,Burgers,5.54,81,1,5
710,2025-01-03,19:14,Astana,Clear,Sushi,7.57,29,0,4
711,2025-04-26,10:52,Almaty,Clear,Sushi,7.32,78,1,5
712,2025-03-20,08:41,Almaty,Rain,Pizza,21.43,104,1,5
713,2025-03-03,10:31,Astana,Clear,Pizza,23.65,43,0,3
714,2025-03-09,09:07,Atyrau,Clear,Sushi,7.19,90,1,2
715,2025-02-10,15:36,Atyrau,Clear,Salads,10.18,64,1,1
716,2025-02-09,09:39,Almaty,Rain,Pizza,20.78,84,1,1
717,2025-01-09,15:03,Shymkent,Rain,Pizza,16.36,53,1,3
718,2025-03-09,17:09,Shymkent,Rain,Desserts,7.56,58,1,3
719,2025-02-17,19:35,Almaty,Rain,Sushi,4.31,69,1,5
720,2025-01-02,10:58,Almaty,Rain,Salads,6.59,65,1,3
721,2025-01-08,10:30,Almaty,Clear,Sushi,10.71,34,0,1
722,2025-02-12,21:55,Shymkent,Clear,Desserts,11.77,38,0,5
723,2025-01-30,15:31,Astana,Rain,Salads,12.93,27,0,1
724,2025-01-15,22:20,Almaty,Clear,Burgers,4.72,39,0,5
725,2025-04-08,11:44,Astana,Cloudy,Salads,24.67,76,1,2
726,2025-02-12,19:27,Shymkent,Clear,Burgers,17.1,26,0,1
727,2025-02-21,22:47,Atyrau,Clear,Salads,14.29,61,1,4
728,2025-01-23,11:37,Atyrau,Snow,Salads,24.74,67,1,4
729,2025-04-09,20:59,Almaty,Clear,Salads,15.66,90,1,2
730,2025-02-27,16:23,Astana,Cloudy,Sushi,21.67,85,1,1
731,2025-03-01,22:02,Karaganda,Rain,Sushi,4.12,68,1,4
732,2025-04-24,16:10,Karaganda,Clear,Desserts,12.59,79,1,3
733,2025-04-28,11:30,Atyrau,Cloudy,Sushi,4.29,44,0,4
734,2025-02-25,08:49,Shymkent,Clear,Burgers,24.06,31,0,2
735,2025-01-13,12:10,Atyrau,Snow,Pizza,14.12,120,1,4
736,2025-02-19,14:41,Almaty,Snow,Salads,11.85,33,0,3
737,2025-04-09,17:27,Karaganda,Clear,Pizza,5.73,37,0,1
738,2025-01-19,14:10,Karaganda,Clear,Sushi,20.48,68,1,2
739,2025-04-21,16:07,Astana,Cloudy,Salads,19.09,29,0,4
740,2025-03-31,09:28,Atyrau,Clear,Sushi,17.06,63,1,2
741,2025-02-24,20:08,Atyrau,Cloudy,Desserts,7.75,31,0,3
